dateTime,close
2018-12-11 00-00-00,87.76000000
2018-12-12 00-00-00,89.41000000
2018-12-13 00-00-00,86.34000000
2018-12-14 00-00-00,83.82000000
2018-12-15 00-00-00,83.76000000
2018-12-16 00-00-00,84.67000000
2018-12-17 00-00-00,94.02000000
2018-12-18 00-00-00,100.39000000
2018-12-19 00-00-00,98.74000000
2018-12-20 00-00-00,114.05000000
2018-12-21 00-00-00,107.69000000
2018-12-22 00-00-00,115.20000000
2018-12-23 00-00-00,129.03000000
2018-12-24 00-00-00,138.03000000
2018-12-25 00-00-00,127.60000000
2018-12-26 00-00-00,129.35000000
2018-12-27 00-00-00,113.80000000
2018-12-28 00-00-00,135.30000000
2018-12-29 00-00-00,132.89000000
2018-12-30 00-00-00,137.77000000
2018-12-31 00-00-00,131.45000000
2019-01-01 00-00-00,139.10000000
2019-01-02 00-00-00,152.01000000
2019-01-03 00-00-00,146.30000000
2019-01-04 00-00-00,151.97000000
2019-01-05 00-00-00,152.83000000
2019-01-06 00-00-00,153.86000000
2019-01-07 00-00-00,149.34000000
2019-01-08 00-00-00,147.60000000
2019-01-09 00-00-00,148.10000000
2019-01-10 00-00-00,124.95000000
2019-01-11 00-00-00,124.65000000
2019-01-12 00-00-00,123.35000000
2019-01-13 00-00-00,114.16000000
2019-01-14 00-00-00,126.95000000
2019-01-15 00-00-00,118.95000000
2019-01-16 00-00-00,121.48000000
2019-01-17 00-00-00,121.54000000
2019-01-18 00-00-00,119.17000000
2019-01-19 00-00-00,122.60000000
2019-01-20 00-00-00,117.47000000
2019-01-21 00-00-00,115.63000000
2019-01-22 00-00-00,117.81000000
2019-01-23 00-00-00,116.44000000
2019-01-24 00-00-00,116.39000000
2019-01-25 00-00-00,115.11000000
2019-01-26 00-00-00,115.34000000
2019-01-27 00-00-00,112.05000000
2019-01-28 00-00-00,105.50000000
2019-01-29 00-00-00,104.45000000
2019-01-30 00-00-00,108.29000000
2019-01-31 00-00-00,106.44000000
2019-02-01 00-00-00,106.73000000
2019-02-02 00-00-00,110.42000000
2019-02-03 00-00-00,107.36000000
2019-02-04 00-00-00,107.68000000
2019-02-05 00-00-00,107.27000000
2019-02-06 00-00-00,104.50000000
2019-02-07 00-00-00,104.48000000
2019-02-08 00-00-00,119.25000000
2019-02-09 00-00-00,119.19000000
2019-02-10 00-00-00,125.12000000
2019-02-11 00-00-00,120.89000000
2019-02-12 00-00-00,122.41000000
2019-02-13 00-00-00,121.86000000
2019-02-14 00-00-00,120.42000000
2019-02-15 00-00-00,121.67000000
2019-02-16 00-00-00,122.67000000
2019-02-17 00-00-00,133.75000000
2019-02-18 00-00-00,145.69000000
2019-02-19 00-00-00,143.44000000
2019-02-20 00-00-00,148.44000000
2019-02-21 00-00-00,145.69000000
2019-02-22 00-00-00,147.36000000
2019-02-23 00-00-00,157.79000000
2019-02-24 00-00-00,132.10000000
2019-02-25 00-00-00,137.87000000
2019-02-26 00-00-00,136.22000000
2019-02-27 00-00-00,135.02000000
2019-02-28 00-00-00,135.34000000
2019-03-01 00-00-00,135.32000000
2019-03-02 00-00-00,132.56000000
2019-03-03 00-00-00,130.60000000
2019-03-04 00-00-00,125.65000000
2019-03-05 00-00-00,136.72000000
2019-03-06 00-00-00,137.40000000
2019-03-07 00-00-00,136.81000000
2019-03-08 00-00-00,133.52000000
2019-03-09 00-00-00,137.27000000
2019-03-10 00-00-00,135.37000000
2019-03-11 00-00-00,132.67000000
2019-03-12 00-00-00,133.57000000
2019-03-13 00-00-00,131.65000000
2019-03-14 00-00-00,132.20000000
2019-03-15 00-00-00,136.56000000
2019-03-16 00-00-00,140.92000000
2019-03-17 00-00-00,138.67000000
2019-03-18 00-00-00,137.59000000
2019-03-19 00-00-00,138.55000000
2019-03-20 00-00-00,139.01000000
2019-03-21 00-00-00,134.85000000
2019-03-22 00-00-00,135.98000000
2019-03-23 00-00-00,137.28000000
2019-03-24 00-00-00,136.09000000
2019-03-25 00-00-00,133.98000000
2019-03-26 00-00-00,134.18000000
2019-03-27 00-00-00,139.45000000
2019-03-28 00-00-00,137.86000000
2019-03-29 00-00-00,143.25000000
2019-03-30 00-00-00,142.46000000
2019-03-31 00-00-00,141.38000000
2019-04-01 00-00-00,141.24000000
2019-04-02 00-00-00,163.31000000
2019-04-03 00-00-00,159.96000000
2019-04-04 00-00-00,157.36000000
2019-04-05 00-00-00,164.77000000
2019-04-06 00-00-00,165.50000000
2019-04-07 00-00-00,174.21000000
2019-04-08 00-00-00,178.72000000
2019-04-09 00-00-00,174.60000000
2019-04-10 00-00-00,177.12000000
2019-04-11 00-00-00,164.07000000
2019-04-12 00-00-00,163.19000000
2019-04-13 00-00-00,162.99000000
2019-04-14 00-00-00,167.23000000
2019-04-15 00-00-00,159.95000000
2019-04-16 00-00-00,165.37000000
2019-04-17 00-00-00,165.75000000
2019-04-18 00-00-00,173.33000000
2019-04-19 00-00-00,172.64000000
2019-04-20 00-00-00,172.88000000
2019-04-21 00-00-00,168.59000000
2019-04-22 00-00-00,170.52000000
2019-04-23 00-00-00,169.16000000
2019-04-24 00-00-00,164.78000000
2019-04-25 00-00-00,154.72000000
2019-04-26 00-00-00,157.95000000
2019-04-27 00-00-00,159.31000000
2019-04-28 00-00-00,157.85000000
2019-04-29 00-00-00,155.11000000
2019-04-30 00-00-00,161.83000000
2019-05-01 00-00-00,160.19000000
2019-05-02 00-00-00,161.81000000
2019-05-03 00-00-00,168.06000000
2019-05-04 00-00-00,163.70000000
2019-05-05 00-00-00,163.05000000
2019-05-06 00-00-00,173.00000000
2019-05-07 00-00-00,169.18000000
2019-05-08 00-00-00,170.85000000
2019-05-09 00-00-00,170.90000000
2019-05-10 00-00-00,172.91000000
